HHKEY,ZIP_CODE,REC,FRE,CC_CARD,PSWEATERS,PKNIT_TOPS,PKNIT_DRES,PBLOUSES,PJACKETS,PCAR_PNTS,PCAS_PNTS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELRY,PFASHION,PLEGWEAR,PCOLLSPND,AMSPEND,PSSPEND,CCSPEND,AXSPEND,TMONSPEND,OMONSPEND,SMONSPEND,PREVPD,GMP,PROMOS,DAYS,MARKDOWN,CLASSES,COUPONS,NITEMS,STORES,VALPHON,WEB,MAILED,RESPONDED,LTP12FRE,CLUSTYPE,PERCRET,RESP
18319430,64029,61,12,1,0.28,0.02,0.01,0.06,0.07,0.13,0,0.01,0.04,0.04,0,0,0,0,0.12,0,393.12,53.75,454.94,210.98,0,575.88,0,0.5,17,592,0.17,11,1,43,8,Y,0,9,1,21,4,0.41,0
95322232,64083,7,7,0,0.46,0.03,0.37,0,0,0,0,0,0.04,0,0,0,0,0.08,0,0,82,438.99,174.92,274.99,274.99,286.99,0,0.59,5,243,0.14,8,0,26,4,Y,1,2,1,16,7,0,1
16614896,64080,12,21,1,0.26,0.08,0,0.14,0.09,0.06,0.19,0.01,0.08,0,0,0.006645,0.003898,0.03,0,0,0,1121.22,0,173.43,74.99,533.63,48.73,0.32,15,634,0.42,15,5,59,1,Y,0,9,6,65,7,0.006689,1
9830576,64024,259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0.66,4,589,0,1,0,1,1,Y,0,1,0,1,1,0,0
69270912,64056,36,12,1,0.36,0.08,0.37,0.08,0,0,0,0,0,0,0,0,0.06,0.02,0,0,0,656.83,0,68.96,0,204.7,139.49,0.42,22,682,0.29,9,1,30,1,Y,0,10,7,16,7,0,0
53630433,64050,3,43,1,0.1,0.05,0.02,0.11,0.17,0.06,0.08,0.07,0.08,0,0,0.009332,0.12,0.01,0.01,0,526.96,3942.79,0,425.8,311,1986.78,460.17,0.58,23,699,0.2,26,12,168,5,Y,0,10,8,38,7,0.07,1
94843216,64086,284,1,0,0.24,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.97,0,0,0,0,0,0.43,3,284,0,2,0,3,1,Y,0,2,0,0,7,0,0
4424842,64068,74,5,0,0.42,0.02,0,0.1,0.17,0.06,0,0.15,0,0,0,0.02,0,0.02,0,0,205.21,9.5,232.92,66.47,0,299.39,0,0.47,13,574,0.25,12,2,21,4,Y,0,9,3,8,7,0,0
23305281,64068,190,1,0,0,0,0,0.21,0.37,0.4,0,0,0,0,0,0,0,0,0,0,110.7,30.6,0,0,0,0,0,0.63,7,368,0.1,3,0,3,2,Y,0,2,0,4,7,0,0
43565781,64067,159,6,1,0.35,0,0.16,0.04,0.09,0.21,0,0.08,0,0,0,0.01,0.01,0.00459,0.24,0,0,556.72,532.59,0,0,210.93,97.47,0.57,25,691,0.15,14,1,34,2,Y,0,9,2,26,7,0,0
60757327,64068,47,3,0,0.17,0,0.03,0.15,0.12,0.09,0.05,0,0.37,0,0,0,0,0,0,0,327.75,58,0,282.76,0,282.76,0,0.48,7,695,0.27,10,0,12,2,N,0,4,0,10,7,0,0
66555545,64064,39,3,0,0.07,0.06,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.95,0,42.98,0,42.98,0,0.48,3,290,0.16,6,0,8,2,Y,0,0,0,7,7,0.97,1
83145079,64086,33,6,0,0.01,0,0.43,0.05,0,0.09,0,0.18,0,0,0,0.09,0,0.05,0.08,0,0,497.97,0,179,0,179,112.99,0.58,17,555,0.2,12,1,23,1,Y,0,9,3,2,7,0.06,0
80066351,64064,50,11,1,0.17,0.06,0,0.11,0.18,0.04,0.09,0.13,0,0,0,0.02,0.02,0.008961,0,0,0,1440.88,0,294.92,0,581.65,127.5,0.56,15,678,0.23,17,4,57,3,Y,0,8,5,21,2,0.16,0
85261871,64015,33,34,1,0.28,0.03,0,0,0.07,0,0.02,0.03,0.02,0,0,0,0,0,0.02,18,135.25,1019.53,0,307.98,0,521.38,518.99,0.55,18,684,0.24,11,5,72,4,Y,0,8,7,58,1,1.12,1
96506226,64068,5,6,1,0.13,0.007181,0.07,0.08,0.23,0.1,0.04,0.07,0.06,0,0,0.03,0.12,0.01,0.2,0,0,884.03,158.93,82.48,76,398.45,0,0.6,6,341,0.14,22,2,39,2,Y,0,2,0,8,7,0,1
62907552,64063,355,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0.66,11,550,0,1,0,2,1,Y,0,8,1,2,1,0,0
72336422,64058,101,2,0,0.26,0.53,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,17.99,48.74,0,0,48.74,0,0.39,3,244,0.28,3,0,6,2,Y,0,0,0,3,7,0,0
77555696,64055,306,2,1,0.27,0,0,0,0.37,0,0,0.35,0,0,0,0,0,0,0.35,0,0,110.7,40.98,0,0,0,0,0.62,16,348,0.07,3,0,4,2,Y,0,5,0,1,1,0,0
4876283,64064,68,3,0,0,0.17,0,0,0,0,0.18,0.18,0.25,0,0,0.09,0.1,0,0,0,0,39.99,75.77,19,0,19,0,0.28,6,454,0.36,7,0,10,2,Y,0,1,0,4,7,0,0
13611828,64055,32,2,0,0.07,0,0.13,0,0.29,0.23,0,0.04,0.2,0,0,0,0,0,0.44,0,0,226.95,18.89,245.84,0,245.84,0,0.45,13,425,0.29,6,0,8,2,Y,0,8,1,10,7,0,0
25179728,64030,124,2,0,0.05,0,0.13,0.17,0.23,0.06,0,0,0.24,0,0,0,0.09,0,0,0,226.42,100.95,0,0,0,165.93,0,0.04,17,615,0.27,9,0,16,2,Y,0,9,1,3,1,0,0
443999,64016,127,4,0,0,0.02,0.03,0.03,0.39,0.11,0,0.06,0,0,0.3,0,0.02,0,0,0,0,314.96,137.97,0,0,208.45,0,0.51,18,581,0.32,9,1,10,2,Y,0,10,2,12,4,0,1
18174417,64015,135,5,0,0.24,0.05,0,0.09,0,0,0.28,0,0,0.25,0,0,0.04,0.01,0,0,0,513.95,0,0,0,232.99,184.99,0.56,12,430,0.2,9,0,17,1,Y,0,4,1,4,7,0,1
2329757,64068,250,2,1,0.08,0,0,0.35,0.49,0,0,0,0,0,0,0.01,0.04,0,0.52,0,0,863.83,0,0,0,0,593.34,0.64,15,411,0.13,8,1,11,2,Y,0,9,1,19,7,0,0
96792927,64012,96,5,1,0.16,0,0,0.12,0.12,0.09,0.09,0.23,0.15,0,0,0,0,0,0,0,320.13,245.82,0,0,0,209.99,0,0.57,17,510,0.23,8,2,12,3,Y,0,10,3,7,7,0,0
45113556,64015,44,4,1,0.44,0.05,0,0.31,0,0,0,0,0,0,0,0,0.16,0.02,0,0,0,371.46,0,45.72,0,45.72,168.75,0.5,16,645,0.37,7,0,15,1,Y,0,7,0,7,7,0,0
45408918,64029,278,2,1,0.09,0,0,0,0.17,0.18,0.1,0.09,0,0,0,0,0,0,0.18,0,0,187.06,0,0,0,0,0,0.58,14,306,0.07,5,0,5,2,Y,0,5,0,0,4,0.56,0
34380498,64081,14,3,1,0,0,0,0.12,0,0,0,0,0,0.49,0,0.03,0.23,0.02,0,0,0,218.66,0,19.5,19.5,19.5,0,0.56,11,308,0.24,5,0,6,2,Y,1,5,1,0,3,0.08,0
58793662,64068,16,6,1,0.36,0,0,0.17,0,0.21,0.12,0,0,0,0,0.006645,0.05,0.01,0,0,19.99,409.69,0,145.73,19.99,294.68,0,0.52,17,691,0.21,10,1,21,4,Y,0,5,2,8,1,0.05,0
31989865,64064,269,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,139.5,0,0,0,0,0,0.5,3,269,0.5,1,0,1,1,Y,0,3,0,4,2,0,0
92644944,64068,291,1,1,0.46,0,0,0,0,0,0.41,0,0,0,0,0,0,0.12,0,0,0,95.1,0,0,0,0,0,0.47,7,291,0.43,3,0,5,1,Y,0,2,0,0,1,0,0
46767499,64064,212,5,0,0.22,0.02,0.12,0.21,0.16,0,0.18,0.01,0,0,0,0,0,0,0,791.62,0,152.48,0,0,0,0,209.19,0.48,10,653,0.26,10,0,29,2,Y,0,4,0,11,2,0.04,1
1922173,64063,87,5,1,0.11,0,0,0.26,0.39,0,0,0,0,0,0,0,0,0,0,0,0,236.32,0,74.88,0,74.88,0,0.26,17,642,0.35,6,0,15,3,Y,0,9,0,13,7,0.29,1
59520166,64055,114,4,0,0.06,0,0,0.18,0.36,0.39,0,0,0,0,0,0,0,0,0.17,0,0,329.19,0,0,0,329.19,0,0.49,7,475,0.1,4,1,8,1,Y,0,2,0,3,6,0,0
50366458,64086,18,3,0,0.24,0.01,0,0.14,0.29,0.26,0.04,0,0,0,0,0,0,0,0.23,0,0,877.77,0,285.8,67.8,285.8,0,0.64,12,299,0.08,9,1,18,1,Y,0,4,1,1,5,0,0
68067326,64081,29,14,0,0.24,0.03,0,0.23,0.3,0.04,0,0,0,0,0,0.03,0.08,0,0.14,0,0,471.76,14.98,242.3,89.99,282.78,19.99,0.32,18,673,0.37,14,2,30,7,Y,0,9,4,24,1,0.02,0
3078516,64015,24,3,0,0,0,0,0.19,0,0.45,0.34,0,0,0,0,0,0,0,0,0,0,140.98,0,76.98,49,76.98,0,0.56,1,303,0.07,3,0,4,2,Y,0,0,0,4,7,0,0
14306558,64014,247,2,0,0,0,0,0,0.44,0.24,0,0,0,0,0,0,0.24,0.06,0,0,0,217,0,0,0,0,202,0.65,16,524,0.11,4,0,5,1,N,0,10,1,2,3,0,1
84170089,64063,203,1,1,0.15,0,0,0,0.5,0.26,0,0,0,0,0,0,0.07,0,0,0,0,252,0,0,0,0,0,0.67,16,555,0,4,0,4,1,Y,0,8,1,1,7,0,0
9996613,64064,243,2,0,0.37,0,0,0.33,0,0,0.12,0,0,0,0,0,0.16,0,0,0,0,144.96,0,0,0,0,0,0.45,5,244,0.24,4,0,6,1,Y,0,2,0,0,7,0,0
30456640,64086,5,7,1,0.12,0,0.03,0.1,0.26,0.08,0,0.08,0,0.08,0,0.04,0.04,0,0.04,0,0,1973.87,0,800.4,228.6,1299.63,0,0.51,17,631,0.35,18,1,74,2,Y,0,8,3,34,7,0.16,1
7493951,64081,63,2,0,0.14,0,0.06,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,177.47,0,23.98,0,23.98,0,0.4,5,441,0.47,4,0,4,2,Y,0,2,0,5,1,0,0
69513949,64015,22,25,1,0.43,0.007096,0.004618,0.02,0.02,0.05,0.12,0,0.04,0,0,0.04,0.1,0.01,0.02,0,0,1508.69,109.58,106.28,29.49,590.73,94.49,0.48,27,677,0.34,22,10,87,7,Y,1,9,8,56,3,0.13,0
85518693,64011,19,5,1,0.13,0.04,0.27,0.14,0,0,0.14,0.11,0.11,0,0,0.02,0,0,0,0,280.45,172.45,184.92,68.49,68.49,328.95,0,0.49,14,354,0.23,15,1,29,4,Y,0,3,1,5,4,0,0
83963996,64015,28,2,0,0.87,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.25,0,91.5,91.5,91.5,0,0.56,4,344,0.26,3,0,6,1,Y,0,0,0,1,7,0,0
94005630,64075,9,4,0,0.08,0.04,0.02,0.08,0.25,0.15,0.13,0,0.18,0,0,0.009636,0,0.02,0,0,0,689.46,36.99,479.5,175.5,689.46,0,0.61,6,516,0.03,15,0,21,2,Y,0,3,1,3,4,0,0
45681582,64034,58,4,1,0,0,0,0.05,0.18,0.1,0,0,0.08,0,0,0.01,0,0,0,0,0,223.99,0,48.49,0,223.99,0,0.57,7,517,0.17,7,1,13,1,Y,0,2,1,6,7,1.31,0
35168979,64093,120,2,0,0.22,0,0,0.09,0,0.06,0.05,0.06,0.29,0,0,0,0.19,0,0.06,0,0,763,55.97,0,0,818.97,0,0.67,11,700,0.08,9,1,20,4,Y,0,7,1,15,7,0,0
46441288,64067,208,2,1,0,0,0,0.19,0.49,0,0,0,0.3,0,0,0,0,0,0,0,0,145.98,0,0,0,0,0,0.49,3,284,0.08,3,1,3,1,Y,0,1,0,0,7,0,0
82741567,64057,13,11,0,0.26,0.04,0,0.05,0.02,0.1,0,0.36,0,0,0,0,0.06,0,0,0,0,538.91,0,68.98,32,196.95,135.97,0.48,13,459,0.2,9,0,21,4,Y,0,5,3,14,7,0.08,1
14503448,64057,4,16,0,0.43,0.05,0.07,0.04,0.07,0,0,0.12,0,0,0.03,0,0.08,0.01,0,67.47,0,100.97,421.09,84.98,39.99,235.17,80.97,0.42,5,551,0.28,13,1,36,6,Y,0,0,0,12,7,0.05,0
83112047,64057,77,1,0,0,0,0,0.32,0,0,0.13,0,0.54,0,0,0,0,0,0,93.99,0,14.99,0,108.98,0,108.98,0,0.59,1,77,0.18,3,0,3,2,Y,0,0,0,2,7,0,0
970878,64081,47,8,1,0.28,0.02,0.05,0.03,0.35,0.09,0.02,0,0.04,0,0,0.006644,0.07,0,0.13,0,0,918.68,134.95,13.98,0,414.17,0,0.57,12,502,0.23,14,3,36,2,Y,0,9,2,11,3,0,1
81297552,64063,57,4,0,0.62,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,49,43.57,43.57,0,92.57,0,0.46,5,581,0.27,3,0,6,2,N,0,3,0,3,3,0.3,0
14653528,64128,157,3,1,0.19,0,0,0.23,0,0,0,0.28,0,0,0,0,0.28,0,0,0,0,104.96,0,0,0,29.98,0,0.18,17,462,0.22,4,0,6,2,Y,0,8,1,5,7,0,0
67537673,64119,341,1,1,0,0,0,0.24,0.3,0.18,0,0,0,0,0,0.03,0.24,0,0.48,0,213.29,80.1,0,0,0,0,0,0.64,14,341,0.1,6,0,7,2,Y,0,6,0,1,1,0,0
68662936,64151,114,4,0,0.04,0.04,0,0.25,0.48,0.13,0,0,0,0,0,0,0,0.02,0.23,0,119,305.99,0,0,0,50,0,0.65,5,439,0.07,6,0,12,3,Y,0,2,0,4,1,0,0
42667763,64151,39,2,1,0.07,0.01,0.01,0.03,0.4,0.09,0.05,0.23,0,0,0,0,0.05,0.01,0.15,0,887.3,68.1,0,569.99,0,955.4,0,0.69,4,130,0.06,12,1,21,2,N,0,1,0,6,1,0,0
83871040,64152,15,9,1,0.13,0.04,0,0.1,0.15,0.09,0.03,0.12,0.06,0,0,0,0.14,0.08,0.06,0,0,742.69,0,192.96,54,410.2,77,0.52,17,539,0.27,14,2,28,1,Y,0,9,5,53,1,0,1
42600319,64130,229,3,0,0,0,0,0,0,0.32,0.67,0,0,0,0,0,0,0,0,0,0,123.95,0,0,0,0,0,0.39,1,687,0.11,2,0,5,1,Y,0,0,0,3,7,0,0
10119919,64134,42,3,0,0.22,0,0,0.25,0.09,0.18,0,0.23,0,0,0,0,0,0,0.18,0,54,256.93,0,47.98,0,47.98,0,0.54,13,345,0.11,6,0,9,3,Y,0,5,0,1,7,0,0
42063385,64105,13,54,1,0.15,0.02,0.05,0.07,0.07,0.05,0.12,0.13,0.03,0,0.01,0,0.009551,0,0,0,1100.03,1865.21,0,796.46,110.47,1611.31,221.69,0.45,25,696,0.27,20,6,126,7,Y,0,9,7,100,7,0.32,1
47920571,64130,336,1,0,0,0,0,0,0.42,0.21,0,0,0.28,0,0,0,0.07,0,0.92,0,59,96,0,0,0,0,0,0.69,8,336,0,7,0,7,2,Y,0,4,0,1,7,0.78,0
6023010,64111,285,3,1,0.34,0,0.21,0,0.05,0,0.1,0.03,0,0.19,0,0,0,0.04,0,0,299.71,57.22,101.96,0,0,0,160.96,0.48,21,539,0.14,7,0,15,3,Y,0,10,1,7,7,0,0
91083654,64110,204,1,0,0.03,0,0,0.1,0.35,0,0,0.22,0.18,0,0,0.09,0,0,0.53,0,0,275.49,0,0,0,0,0,0.56,5,204,0.18,8,0,9,1,Y,0,2,0,0,5,0,0
66295693,64145,173,2,0,0,0,0,0,0.42,0.4,0.06,0,0,0,0,0,0,0.1,0.68,0,99,132.98,0,0,0,158,0,0.59,3,257,0.12,5,0,6,2,Y,0,0,0,1,7,0,0
75476750,64119,30,2,0,0.43,0,0,0,0,0,0,0.29,0,0,0,0.26,0,0,0,0,0,120.97,0,82.97,82.97,82.97,0,0.59,0,194,0.21,3,0,6,1,Y,0,0,0,0,3,0,0
72489383,64116,55,4,0,0.26,0.05,0.32,0,0.16,0.09,0.02,0,0,0,0,0.07,0,0,0.16,0,330.66,221.68,0,138.44,0,209.44,0,0.62,3,181,0.13,8,0,19,2,Y,0,1,1,3,7,0,0
48050841,85226,107,2,0,0,0.09,0.23,0.29,0,0,0,0,0.29,0,0,0.08,0,0,0,0,0,167.99,0,0,0,167.99,0,0.66,2,663,0,5,0,5,1,Y,0,0,0,4,5,0,0
37959599,64138,10,9,1,0.2,0,0,0.16,0.25,0.09,0,0.09,0.15,0,0,0,0,0,0,0,42.4,196.95,693.76,362.78,83.4,525.69,119.98,0.28,7,313,0.39,11,2,41,3,Y,0,1,1,22,1,0.02,1
5290669,64152,54,1,1,0.26,0,0,0,0.32,0.19,0,0.15,0,0,0,0,0.05,0,0.67,0,74.7,202.5,0,277.2,0,277.2,0,0.68,2,485,0.1,5,1,6,2,Y,0,4,0,3,7,0,0
89342119,64155,14,39,1,0.21,0.02,0.008553,0.02,0.05,0.02,0.03,0.06,0.05,0,0,0.03,0.08,0,0,0,421,470.32,0,226.07,22.99,267.32,185.21,0.36,20,674,0.35,18,2,70,7,Y,0,9,6,98,6,0.57,0
89966996,64131,32,4,1,0.17,0.1,0.14,0.08,0.21,0,0,0.1,0.17,0,0,0,0,0,0,0,0,153.72,98.22,23.08,0,75.57,101.23,0.17,15,313,0.36,9,0,14,3,Y,1,4,1,17,5,0,0
92081862,64108,121,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99.99,0,0,0,99.99,0,0.53,1,121,0,1,0,1,1,Y,0,0,0,0,7,0,0
77191162,64133,1,4,0,0.04,0.03,0,0.07,0.27,0.29,0.05,0.1,0,0,0,0,0.1,0.01,0.23,0,94.98,833.87,0,568.9,488.95,928.85,0,0.62,3,171,0.05,14,0,28,4,Y,0,0,0,3,7,0,0
22419281,64151,141,2,1,0.37,0,0.36,0,0,0,0,0,0,0,0,0,0.25,0,0,0,169,59,0,0,0,44,184,0.69,11,436,0,3,0,5,2,Y,1,6,1,5,6,0,0
49920226,64155,92,2,1,0,0,0,0.12,0.34,0.23,0,0.24,0,0,0,0,0.06,0,0,0,0,112.36,257.58,0,0,112.36,0,0.55,15,209,0.24,5,1,10,2,Y,0,9,2,0,7,0,0
52019028,64110,156,4,0,0.32,0,0,0.07,0.13,0,0,0.14,0,0,0,0,0.15,0.16,0,25,0,239.92,0,0,0,58.99,0,0.36,12,685,0.28,7,0,15,3,Y,0,5,0,6,7,0,0
6058839,64106,117,5,1,0.22,0.08,0.29,0.16,0,0.07,0,0,0.14,0,0,0.01,0,0,0,524.96,59.98,79.49,0,0,0,312.94,0,0.59,15,560,0.19,12,1,21,5,Y,0,7,1,23,7,0,0
2421738,64155,27,6,1,0.14,0,0.04,0.11,0.21,0.23,0.14,0,0,0,0,0,0.07,0.02,0,0,0,637.21,0,87.99,87.99,375.97,0,0.59,11,261,0.13,12,3,20,2,Y,0,4,2,6,1,0,0
89700628,64118,4,5,1,0.06,0.03,0,0.14,0.19,0.11,0,0.11,0,0,0,0,0.14,0,0.11,0,0,346,0,180,180,213,0,0.61,16,404,0.23,9,3,12,1,Y,0,6,2,18,7,0.21,0
20439296,64149,12,2,1,0.16,0,0,0,0.6,0,0.05,0.11,0,0,0,0,0.01,0.04,0,0,0,194.4,126.4,320.8,320.8,320.8,0,0.62,0,26,0.16,7,2,9,3,Y,0,0,0,13,3,0,0
5677667,64151,269,2,1,0.14,0,0.19,0.16,0.12,0.23,0.08,0,0,0,0,0,0.05,0,0,0,56.99,457.49,0,0,0,0,0,0.61,10,308,0.18,7,0,11,2,Y,0,3,0,1,3,0,0
68747923,64152,73,4,0,0.03,0.04,0.03,0,0.29,0.17,0,0.06,0,0.33,0,0,0,0.01,0,0,311.94,173.99,0,117.98,0,485.93,0,0.51,12,581,0.2,9,0,13,3,Y,0,5,3,8,1,0,1
94728138,80907,112,1,1,0.39,0,0,0,0.4,0,0,0.17,0,0,0,0,0,0.03,0,0,0,179.97,0,0,0,179.97,0,0.56,4,112,0.17,4,1,6,1,Y,0,1,0,8,5,0,1
18360913,64151,94,11,1,0.15,0,0.05,0.15,0,0.15,0,0.06,0,0,0,0,0.15,0.01,0.11,0,55.49,229.74,94.65,0,0,136.85,51.78,0.55,22,400,0.15,11,1,18,7,Y,0,6,4,21,1,0.32,1
54966144,64132,34,2,1,0,0,0,0.02,0.34,0.2,0,0.08,0.32,0,0,0,0,0,0.07,0,0,955.09,0,668,0,955.09,0,0.69,4,140,0.03,7,0,13,1,Y,0,1,1,5,7,0,0
9841594,64118,127,7,0,0.24,0,0,0.03,0.24,0.01,0,0,0,0.21,0,0,0,0,0,0,20.99,307.73,35.99,0,0,123.74,0,0.46,12,537,0.27,6,0,11,4,Y,0,4,1,20,6,0.31,0
64282049,64113,48,4,1,0.23,0.05,0,0,0,0,0.51,0,0,0,0,0,0.09,0,0,23.99,29.99,171.98,0,23.99,0,23.99,0,0.5,5,338,0.14,5,0,8,5,Y,0,2,0,3,2,0.1,0
2694794,64152,55,3,1,0.47,0,0,0,0.07,0.23,0.05,0.05,0.04,0,0,0,0.05,0,0,0,0,831.66,0,83.95,0,83.95,0,0.5,22,678,0.26,10,1,26,1,Y,0,11,1,16,1,0,0
43414633,64158,364,1,0,0.1,0,0,0.11,0.33,0.2,0.16,0,0,0,0,0,0.06,0,0.37,0,0,260.1,0,0,0,0,0,0.64,15,514,0.1,7,0,7,1,Y,0,8,0,4,7,0,0
10490581,64158,76,5,1,0,0,0.04,0.45,0.25,0,0.2,0,0,0,0,0,0.03,0,0,0,109.54,107.21,0,44.97,0,44.97,0,0.22,7,579,0.47,6,1,14,4,Y,0,3,1,5,7,0,0
69384980,64151,268,2,1,0.24,0,0.39,0,0,0.35,0,0,0,0,0,0,0,0,0.35,0,111.58,36,0,0,0,0,0,0.56,10,297,0.14,3,0,4,2,Y,0,3,0,4,1,0,1
49061284,64119,111,2,0,0.13,0,0,0,0.39,0.23,0,0.23,0,0,0,0,0,0,0.63,0,59,190.5,0,0,0,217,0,0.63,16,404,0.11,4,0,5,2,Y,0,6,0,3,3,0,0
27482269,64114,27,12,1,0.19,0.07,0.2,0.1,0.03,0,0.05,0.16,0.03,0,0,0.004403,0.01,0.04,0,0,448.3,592.41,223.92,120.95,74.98,698.01,66.74,0.56,16,656,0.11,18,2,54,4,Y,0,8,4,32,5,0.07,0
89664338,64155,5,9,1,0.42,0.09,0,0.04,0.12,0.11,0.08,0,0,0,0,0.02,0.06,0,0.11,0,81.12,366.21,0,99.03,4.99,225.02,0,0.45,9,340,0.25,10,2,23,2,Y,0,3,1,16,6,0,1
37220947,64119,173,3,1,0.53,0,0,0,0,0.13,0,0,0.25,0,0,0,0,0,0,0,80.99,117.75,0,0,0,128.24,0,0.41,13,424,0.37,5,1,14,3,Y,0,4,1,12,7,0.43,0
42211154,64133,98,1,0,0,0,0,0.28,0,0,0,0.71,0,0,0,0,0,0,0,0,0,104.97,0,0,0,104.97,0,0.52,2,98,0,2,0,3,1,Y,0,0,0,0,7,0,0
5383442,64155,90,6,0,0.26,0.04,0.13,0.15,0.02,0.03,0.01,0.06,0.03,0,0,0.02,0.1,0.002214,0,0,396.11,852.85,0,27.98,0,449.13,664.39,0.43,17,677,0.25,20,1,66,2,Y,0,10,4,35,3,0.08,0
72839567,64157,117,9,1,0.14,0,0,0.01,0.08,0.15,0,0,0,0,0,0,0,0,0.19,0,142.78,250.74,0,0,0,156.74,0,0.53,9,496,0.22,6,0,29,5,Y,0,2,0,22,7,1.45,0
57873862,64145,246,2,0,0,0,0,0,0,0,0,0.12,0,0,0.87,0,0,0,0,0,0,318.99,0,0,0,0,0,0.46,12,680,0.48,3,0,3,2,Y,0,5,0,4,2,0,0
5024448,95404,243,4,0,0,0,0,0.14,0,0,0,0,0,0.65,0,0,0,0,0,0,0,158.99,0,0,0,0,0,0.58,14,693,0.08,3,0,4,3,Y,0,6,0,6,3,0.25,0
74544029,64116,4,5,1,0.09,0.02,0.05,0.05,0.45,0.18,0,0.11,0,0,0,0.01,0,0,0,0,769.34,98.32,0,491.73,242,491.73,168.97,0.57,15,543,0.14,12,1,23,2,Y,0,8,2,18,7,0,0
39413657,66208,60,2,1,0,0,0,0,0,0,0,0,0.21,0,0.78,0,0,0,0,0,0,139.5,38.48,38.48,0,38.48,0,0.48,14,284,0.46,2,0,3,2,Y,0,3,0,0,1,0,0
58967169,64119,65,4,0,0.37,0,0,0.17,0,0.45,0,0,0,0,0,0,0,0,0.21,0,72.75,198.98,0,139.98,0,139.98,0,0.6,2,630,0.11,4,0,8,3,Y,0,0,0,9,7,0,0
88129421,64150,6,2,0,0.66,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,25,0,49,0,49,49,49,0,0.33,0,211,0.37,2,0,3,2,Y,0,0,0,6,7,0,1
44388039,64113,276,2,1,0,0,0,0.11,0,0,0,0,0,0,0.43,0,0.44,0,0,0,0,288.35,0,0,0,0,0,0.53,11,279,0.49,4,0,9,1,Y,0,4,0,0,2,0,0
6478931,64151,20,6,1,0.2,0,0,0.08,0.23,0.16,0,0,0,0,0,0.04,0,0.008303,0,0,0,63,188.16,241.16,53,241.16,0,0.49,16,691,0.21,10,2,17,3,Y,1,9,2,19,3,0.35,0
89812976,64118,172,1,0,0.21,0,0,0,0.35,0.21,0.21,0,0,0,0,0,0,0,0,0,0,170.99,0,0,0,170.99,0,0.45,3,172,0.24,4,1,5,1,Y,0,1,0,1,7,0,0
95855787,64113,97,1,1,0.26,0,0,0.28,0,0,0.34,0,0,0,0,0,0,0.1,0,0,0,141.98,0,0,0,141.98,0,0.65,4,97,0.12,4,0,6,1,Y,0,1,0,1,7,0,0
50148554,64119,133,1,0,0,0,0,0,0,0,0,0,0.77,0,0,0.22,0,0,0,0,0,126,0,0,0,126,0,0.78,4,133,0,3,0,3,1,Y,0,1,0,0,6,0,0
86062323,64113,98,6,1,0,0.03,0,0.05,0.38,0.23,0,0.09,0,0,0,0,0,0,0.31,0,0,414.49,0,0,0,226.5,0,0.66,8,440,0.02,8,0,14,1,Y,0,2,1,6,2,0.22,0
3836047,64133,214,1,0,0.2,0,0,0,0.41,0.24,0,0,0,0,0,0,0.08,0.05,0.66,0,0,239,0,0,0,0,0,0.66,4,214,0.07,5,0,7,1,Y,0,2,0,0,7,0,0
17561531,64119,5,8,1,0.27,0.02,0.11,0.07,0.13,0.23,0.08,0,0.04,0,0,0,0,0,0.06,0,677.13,241.45,0,281.92,106.97,817.1,0,0.54,11,667,0.12,12,1,29,4,Y,1,8,1,22,1,0.02,0
5395549,76137,64,2,1,0.41,0,0,0,0,0.21,0,0,0.36,0,0,0,0,0,0.36,0,0,137.46,0,84.97,0,137.46,0,0.43,13,631,0.3,3,0,5,1,Y,0,3,0,6,7,0,0
56379718,64151,23,8,0,0.22,0,0,0.49,0,0,0,0.28,0,0,0,0,0,0,0,0,0,239.94,0,68.96,15,199.96,0,0.47,4,404,0.17,5,0,8,2,Y,0,1,1,8,5,0,0
68303070,64152,54,4,1,0.09,0.19,0,0,0.15,0,0.19,0,0.11,0,0,0,0.05,0.02,0,0,324.98,97.29,0,29.99,0,328.27,0,0.66,19,657,0.07,9,0,16,3,Y,0,11,2,32,3,0.18,0
13539727,64152,184,3,0,0.48,0,0,0,0,0.38,0,0,0,0,0,0.13,0,0,0,0,103,116.48,0,0,0,0,0,0.47,10,286,0.39,3,0,9,2,Y,0,3,0,2,7,0,0
